date,location,total_cases
10/09/2021,Hungary,814732
10/09/2021,Japan,1628732
10/09/2021,Greenland,382
10/09/2021,South Africa,2848925
10/09/2021,India,33208330
11/09/2021,China,95199
11/09/2021,Chile,1643630
11/09/2021,Australia,73603
11/09/2021,Egypt,292476
11/09/2021,United Kingdom,7208693
11/09/2021,United States,41115711
11/09/2021,Hungary,814732
11/09/2021,Japan,1637534
11/09/2021,Greenland,390
11/09/2021,South Africa,2854234
11/09/2021,India,33236921
12/09/2021,China,95248
12/09/2021,Chile,1644071
12/09/2021,Australia,75323
12/09/2021,Egypt,292957
12/09/2021,United Kingdom,7237345
12/09/2021,United States,41164066
12/09/2021,Hungary,814732
12/09/2021,Japan,1644747
12/09/2021,Greenland,395
12/09/2021,South Africa,2858195
12/09/2021,India,33264175
13/09/2021,China,95340
13/09/2021,Chile,1644540
13/09/2021,Australia,76901
13/09/2021,Egypt,293448
13/09/2021,United Kingdom,7267665
13/09/2021,United States,41374628
13/09/2021,Hungary,815605
13/09/2021,Japan,1648920
13/09/2021,Greenland,395
13/09/2021,South Africa,2860835
13/09/2021,India,33289579
14/09/2021,China,95413
14/09/2021,Chile,1644832
14/09/2021,Australia,78544
14/09/2021,Egypt,293951
14/09/2021,United Kingdom,7293942
14/09/2021,United States,41519561
14/09/2021,Hungary,815851
14/09/2021,Japan,1655199
14/09/2021,Greenland,409
14/09/2021,South Africa,2864534
14/09/2021,India,33316755
15/09/2021,China,95493
15/09/2021,Chile,1645233
15/09/2021,Australia,80400
15/09/2021,Egypt,294482
15/09/2021,United Kingdom,7323854
15/09/2021,United States,41693175
15/09/2021,Hungary,816222
15/09/2021,Japan,1662008
15/09/2021,Greenland,433
15/09/2021,South Africa,2869201
15/09/2021,India,33347325
16/09/2021,China,95577
16/09/2021,Chile,1645820
16/09/2021,Australia,82200
16/09/2021,Egypt,295051
16/09/2021,United Kingdom,7350203
16/09/2021,United States,41851988
16/09/2021,Hungary,816680
16/09/2021,Japan,1667699
16/09/2021,Greenland,441
16/09/2021,South Africa,2873415
16/09/2021,India,33381728
17/09/2021,China,95623
17/09/2021,Chile,1646403
17/09/2021,Australia,84056
17/09/2021,Egypt,295639
17/09/2021,United Kingdom,7382527
17/09/2021,United States,42062889
17/09/2021,Hungary,817159
17/09/2021,Japan,1672812
17/09/2021,Greenland,454
17/09/2021,South Africa,2877063
17/09/2021,India,33417390
18/09/2021,China,95689
18/09/2021,Chile,1646994
18/09/2021,Australia,85628
18/09/2021,Egypt,296276
18/09/2021,United Kingdom,7412008
18/09/2021,United States,42138177
18/09/2021,Hungary,817159
18/09/2021,Japan,1677512
18/09/2021,Greenland,464
18/09/2021,South Africa,2880349
18/09/2021,India,33448163
19/09/2021,China,95738
19/09/2021,Chile,1647469
19/09/2021,Australia,87128
19/09/2021,Egypt,296929
19/09/2021,United Kingdom,7441034
19/09/2021,United States,42183014
19/09/2021,Hungary,817159
19/09/2021,Japan,1680908
19/09/2021,Greenland,464
19/09/2021,South Africa,2882630
19/09/2021,India,33478419
20/09/2021,China,95810
20/09/2021,Chile,1647746
20/09/2021,Australia,88710
20/09/2021,Egypt,297608
20/09/2021,United Kingdom,7476763
20/09/2021,United States,42354371
20/09/2021,Hungary,818231
20/09/2021,Japan,1683129
20/09/2021,Greenland,469
20/09/2021,South Africa,2884134
20/09/2021,India,33504534
21/09/2021,China,95851
21/09/2021,Chile,1648026
21/09/2021,Australia,90369
21/09/2021,Egypt,298296
21/09/2021,United Kingdom,7507877
21/09/2021,United States,42476122
21/09/2021,Hungary,818520
21/09/2021,Japan,1684899
21/09/2021,Greenland,504
21/09/2021,South Africa,2886331
21/09/2021,India,33531498
22/09/2021,China,95894
22/09/2021,Chile,1648550
22/09/2021,Australia,92178
22/09/2021,Egypt,298988
22/09/2021,United Kingdom,7541469
22/09/2021,United States,42607516
22/09/2021,Hungary,819021
22/09/2021,Japan,1688142
22/09/2021,Greenland,528
22/09/2021,South Africa,2889298
22/09/2021,India,33563421
23/09/2021,China,95948
23/09/2021,Chile,1649409
23/09/2021,Australia,93942
23/09/2021,Egypt,299710
23/09/2021,United Kingdom,7577261
23/09/2021,United States,42736666
23/09/2021,Hungary,819547
23/09/2021,Japan,1691743
23/09/2021,Greenland,541
23/09/2021,South Africa,2892081
23/09/2021,India,33594803
24/09/2021,China,95986
24/09/2021,Chile,1650238
24/09/2021,Australia,95807
24/09/2021,Egypt,300278
24/09/2021,United Kingdom,7612915
24/09/2021,United States,42911445
24/09/2021,Hungary,820078
24/09/2021,Japan,1693838
24/09/2021,Greenland,553
24/09/2021,South Africa,2894342
24/09/2021,India,33624419
25/09/2021,China,96015
25/09/2021,Chile,1650985
25/09/2021,Australia,97559
25/09/2021,Egypt,300945
25/09/2021,United Kingdom,7642698
25/09/2021,United States,42972288
25/09/2021,Hungary,820078
25/09/2021,Japan,1696508
25/09/2021,Greenland,553
25/09/2021,South Africa,2895976
25/09/2021,India,33652745
26/09/2021,China,96050
26/09/2021,Chile,1651750
26/09/2021,Australia,99031
26/09/2021,Egypt,301625
26/09/2021,United Kingdom,7675722
26/09/2021,United States,43026653
26/09/2021,Hungary,820078
26/09/2021,Japan,1698644
26/09/2021,Greenland,565
26/09/2021,South Africa,2896943
26/09/2021,India,33678786
27/09/2021,China,96081
27/09/2021,Chile,1652364
27/09/2021,Australia,100911
27/09/2021,Egypt,302327
27/09/2021,United Kingdom,7713228
27/09/2021,United States,43181915
27/09/2021,Hungary,821261
27/09/2021,Japan,1699792
27/09/2021,Greenland,565
27/09/2021,South Africa,2897521
27/09/2021,India,33697581
28/09/2021,China,96106
28/09/2021,Chile,1652795
28/09/2021,Australia,102723
28/09/2021,Egypt,303045
28/09/2021,United Kingdom,7747781
28/09/2021,United States,43294809
28/09/2021,Hungary,821526
28/09/2021,Japan,1701514
28/09/2021,Greenland,571
28/09/2021,South Africa,2898888
28/09/2021,India,33716451
29/09/2021,China,96128
29/09/2021,Chile,1653406
29/09/2021,Australia,105123
29/09/2021,Egypt,303783
29/09/2021,United Kingdom,7782870
29/09/2021,United States,43416254
29/09/2021,Hungary,822072
29/09/2021,Japan,1703497
29/09/2021,Greenland,573
29/09/2021,South Africa,2898888
29/09/2021,India,33739980
30/09/2021,China,96162
30/09/2021,Chile,1654264
30/09/2021,Australia,107181
30/09/2021,Egypt,304524
30/09/2021,United Kingdom,7818640
30/09/2021,United States,43526764
30/09/2021,Hungary,822705
30/09/2021,Japan,1705072
30/09/2021,Greenland,576
30/09/2021,South Africa,2902672
30/09/2021,India,33766707
01/10/2021,China,96203
01/10/2021,Chile,1655071
01/10/2021,Australia,109516
01/10/2021,Egypt,305269
01/10/2021,United Kingdom,7853266
01/10/2021,United States,43681514
01/10/2021,Hungary,823384
01/10/2021,Japan,1706516
01/10/2021,Greenland,584
01/10/2021,South Africa,2904307
01/10/2021,India,33791061
02/10/2021,China,96231
02/10/2021,Chile,1655884
02/10/2021,Australia,111388
02/10/2021,Egypt,306030
02/10/2021,United Kingdom,7882681
02/10/2021,United States,43730149
02/10/2021,Hungary,823384
02/10/2021,Japan,1707759
02/10/2021,Greenland,584
02/10/2021,South Africa,2905613
02/10/2021,India,33813903
03/10/2021,China,96258
03/10/2021,Chile,1656602
03/10/2021,Australia,113411
03/10/2021,Egypt,306798
03/10/2021,United Kingdom,7912362
03/10/2021,United States,43774909
03/10/2021,Hungary,823384
03/10/2021,Japan,1708726
03/10/2021,Greenland,591
03/10/2021,South Africa,2906422
03/10/2021,India,33834702
04/10/2021,China,96284
04/10/2021,Chile,1657256
04/10/2021,Australia,115800
04/10/2021,Egypt,307569
04/10/2021,United Kingdom,7946633
04/10/2021,United States,43917271
04/10/2021,Hungary,824876
04/10/2021,Japan,1709325
04/10/2021,Greenland,591
04/10/2021,South Africa,2906851
04/10/2021,India,33853048
05/10/2021,China,96310
05/10/2021,Chile,1657749
05/10/2021,Australia,117826
05/10/2021,Egypt,308347
05/10/2021,United Kingdom,7979706
05/10/2021,United States,44012542
05/10/2021,Hungary,825170
05/10/2021,Japan,1710304
05/10/2021,Greenland,595
05/10/2021,South Africa,2907619
05/10/2021,India,33871881
06/10/2021,China,96335
06/10/2021,Chile,1658444
06/10/2021,Australia,120042
06/10/2021,Egypt,309135
06/10/2021,United Kingdom,8018419
06/10/2021,United States,44124796
06/10/2021,Hungary,825799
06/10/2021,Japan,1711429
06/10/2021,Greenland,600
06/10/2021,South Africa,2908768
06/10/2021,India,33894312
07/10/2021,China,96357
07/10/2021,Chile,1659386
07/10/2021,Australia,122566
07/10/2021,Egypt,309934
07/10/2021,United Kingdom,8058176
07/10/2021,United States,44226313
07/10/2021,Hungary,826636
07/10/2021,Japan,1712401
07/10/2021,Greenland,601
07/10/2021,South Africa,2909757
07/10/2021,India,33915569
08/10/2021,China,96374
08/10/2021,Chile,1660372
08/10/2021,Australia,125081
08/10/2021,Egypt,310745
08/10/2021,United Kingdom,8093112
08/10/2021,United States,44357874
08/10/2021,Hungary,827410
08/10/2021,Japan,1713228
08/10/2021,Greenland,620
08/10/2021,South Africa,2910681
08/10/2021,India,33935309
09/10/2021,China,96398
09/10/2021,Chile,1661370
09/10/2021,Australia,127471
09/10/2021,Egypt,311576
09/10/2021,United Kingdom,8132563
09/10/2021,United States,44396957
09/10/2021,Hungary,827410
09/10/2021,Japan,1714002
09/10/2021,Greenland,623
09/10/2021,South Africa,2911497
09/10/2021,India,33953475
10/10/2021,China,96423
10/10/2021,Chile,1662433
10/10/2021,Australia,129567
10/10/2021,Egypt,312413
10/10/2021,United Kingdom,8166194
10/10/2021,United States,44436658
10/10/2021,Hungary,827410
10/10/2021,Japan,1714555
10/10/2021,Greenland,623
10/10/2021,South Africa,2912145
10/10/2021,India,33971607
11/10/2021,China,96435
11/10/2021,Chile,1663383
11/10/2021,Australia,131415
11/10/2021,Egypt,313259
11/10/2021,United Kingdom,8205693
11/10/2021,United States,44532214
11/10/2021,Hungary,829456
11/10/2021,Japan,1714924
11/10/2021,Greenland,623
11/10/2021,South Africa,2912346
11/10/2021,India,33985920
12/10/2021,China,96457
12/10/2021,Chile,1663992
12/10/2021,Australia,133444
12/10/2021,Egypt,314116
12/10/2021,United Kingdom,8243403
12/10/2021,United States,44642953
12/10/2021,Hungary,829911
12/10/2021,Japan,1715531
12/10/2021,Greenland,630
12/10/2021,South Africa,2912938
12/10/2021,India,34001743
13/10/2021,China,96483
13/10/2021,Chile,1664725
13/10/2021,Australia,136188
13/10/2021,Egypt,314977
13/10/2021,United Kingdom,8284905
13/10/2021,United States,44751444
13/10/2021,Hungary,830725
13/10/2021,Japan,1716262
13/10/2021,Greenland,638
13/10/2021,South Africa,2913880
13/10/2021,India,34020730
14/10/2021,China,96488
14/10/2021,Chile,1665916
14/10/2021,Australia,138720
14/10/2021,Egypt,315842
14/10/2021,United Kingdom,8329524
14/10/2021,United States,44838425
14/10/2021,Hungary,831866
14/10/2021,Japan,1716879
14/10/2021,Greenland,645
14/10/2021,South Africa,2914827
14/10/2021,India,34037592
15/10/2021,China,96502
15/10/2021,Chile,1667547
15/10/2021,Australia,141031
15/10/2021,Egypt,316711
15/10/2021,United Kingdom,8373788
15/10/2021,United States,44947953
15/10/2021,Hungary,833115
15/10/2021,Japan,1717396
15/10/2021,Greenland,654
15/10/2021,South Africa,2915560
15/10/2021,India,34053573
16/10/2021,China,96523
16/10/2021,Chile,1669236
16/10/2021,Australia,143204
16/10/2021,Egypt,317585
16/10/2021,United Kingdom,8416659
16/10/2021,United States,44988024
16/10/2021,Hungary,833115
16/10/2021,Japan,1717896
16/10/2021,Greenland,654
16/10/2021,South Africa,2916179
16/10/2021,India,34067719
17/10/2021,China,96550
17/10/2021,Chile,1670750
17/10/2021,Australia,145263
17/10/2021,Egypt,318456
17/10/2021,United Kingdom,8461409
17/10/2021,United States,45019673
17/10/2021,Hungary,833115
17/10/2021,Japan,1718324
17/10/2021,Greenland,654
17/10/2021,South Africa,2916593
17/10/2021,India,34081315
18/10/2021,China,96571
18/10/2021,Chile,1672065
18/10/2021,Australia,147301
18/10/2021,Egypt,319339
18/10/2021,United Kingdom,8510159
18/10/2021,United States,45118102
18/10/2021,Hungary,836389
18/10/2021,Japan,1718554
18/10/2021,Greenland,654
18/10/2021,South Africa,2916803
18/10/2021,India,34094373
19/10/2021,China,96601
19/10/2021,Chile,1672998
19/10/2021,Australia,149398
19/10/2021,Egypt,320207
19/10/2021,United Kingdom,8553536
19/10/2021,United States,45200155
19/10/2021,Hungary,837248
19/10/2021,Japan,1718925
19/10/2021,Greenland,688
19/10/2021,South Africa,2917255
19/10/2021,India,34108996
20/10/2021,China,96622
20/10/2021,Chile,1674226
20/10/2021,Australia,151942
20/10/2021,Egypt,321084
20/10/2021,United Kingdom,8602147
20/10/2021,United States,45291799
20/10/2021,Hungary,838916
20/10/2021,Japan,1719313
20/10/2021,Greenland,700
20/10/2021,South Africa,2917846
20/10/2021,India,34127450
21/10/2021,China,96670
21/10/2021,Chile,1676019
21/10/2021,Australia,154489
21/10/2021,Egypt,321967
21/10/2021,United Kingdom,8653686
21/10/2021,United States,45369812
21/10/2021,Hungary,841277
21/10/2021,Japan,1719656
21/10/2021,Greenland,716
21/10/2021,South Africa,2918366
21/10/2021,India,34143236
22/10/2021,China,96715
22/10/2021,Chile,1678023
22/10/2021,Australia,156372
22/10/2021,Egypt,322852
22/10/2021,United Kingdom,8702489
22/10/2021,United States,45465838
22/10/2021,Hungary,843825
22/10/2021,Japan,1719980
22/10/2021,Greenland,731
22/10/2021,South Africa,2918883
22/10/2021,India,34159562
23/10/2021,China,96759
23/10/2021,Chile,1680017
23/10/2021,Australia,158546
23/10/2021,Egypt,323733
23/10/2021,United Kingdom,8747533
23/10/2021,United States,45498454
23/10/2021,Hungary,843825
23/10/2021,Japan,1720263
23/10/2021,Greenland,731
23/10/2021,South Africa,2919332
23/10/2021,India,34175468
24/10/2021,China,96797
24/10/2021,Chile,1681828
24/10/2021,Australia,160230
24/10/2021,Egypt,324619
24/10/2021,United Kingdom,8786322
24/10/2021,United States,45517602
24/10/2021,Hungary,843825
24/10/2021,Japan,1720495
24/10/2021,Greenland,731
24/10/2021,South Africa,2919632
24/10/2021,India,34189774
25/10/2021,China,96860
25/10/2021,Chile,1683451
25/10/2021,Australia,162016
25/10/2021,Egypt,325508
25/10/2021,United Kingdom,8822487
25/10/2021,United States,45629739
25/10/2021,Hungary,850513
25/10/2021,Japan,1720646
25/10/2021,Greenland,746
25/10/2021,South Africa,2919778
25/10/2021,India,34202202
26/10/2021,China,96899
26/10/2021,Chile,1684608
26/10/2021,Australia,163866
26/10/2021,Egypt,326379
26/10/2021,United Kingdom,8866018
26/10/2021,United States,45696490
26/10/2021,Hungary,852214
26/10/2021,Japan,1720956
26/10/2021,Greenland,772
26/10/2021,South Africa,2920109
26/10/2021,India,34215653
27/10/2021,China,96938
27/10/2021,Chile,1686318
27/10/2021,Australia,165904
27/10/2021,Egypt,327286
27/10/2021,United Kingdom,8909998
27/10/2021,United States,45799018
27/10/2021,Hungary,855339
27/10/2021,Japan,1721266
27/10/2021,Greenland,779
27/10/2021,South Africa,2920581
27/10/2021,India,34231809
28/10/2021,China,97002
28/10/2021,Chile,1688454
28/10/2021,Australia,167790
28/10/2021,Egypt,328209
28/10/2021,United Kingdom,8949072
28/10/2021,United States,45874251
28/10/2021,Hungary,859378
28/10/2021,Japan,1721539
28/10/2021,Greenland,787
28/10/2021,South Africa,2921114
28/10/2021,India,34246157
29/10/2021,China,97080
29/10/2021,Chile,1690735
29/10/2021,Australia,169379
29/10/2021,Egypt,329136
29/10/2021,United Kingdom,8992231
29/10/2021,United States,45969338
29/10/2021,Hungary,863419
29/10/2021,Japan,1721831
29/10/2021,Greenland,799
29/10/2021,South Africa,2921589
29/10/2021,India,34260470
30/10/2021,China,97152
30/10/2021,Chile,1692877
30/10/2021,Australia,170564
30/10/2021,Egypt,330084
30/10/2021,United Kingdom,9033037
30/10/2021,United States,46003828
30/10/2021,Hungary,863419
30/10/2021,Japan,1722115
30/10/2021,Greenland,799
30/10/2021,South Africa,2921886
30/10/2021,India,34273300
31/10/2021,China,97243
31/10/2021,Chile,1695048
31/10/2021,Australia,172030
31/10/2021,Egypt,331017
31/10/2021,United Kingdom,9070790
31/10/2021,United States,46036283
31/10/2021,Hungary,863419
31/10/2021,Japan,1722343
31/10/2021,Greenland,799
31/10/2021,South Africa,2922116
31/10/2021,India,34285814
01/11/2021,China,97314
01/11/2021,Chile,1696786
01/11/2021,Australia,173165
01/11/2021,Egypt,331968
01/11/2021,United Kingdom,9110545
01/11/2021,United States,46149015
01/11/2021,Hungary,874630
01/11/2021,Japan,1722427
01/11/2021,Greenland,810
01/11/2021,South Africa,2922222
01/11/2021,India,34296237
02/11/2021,China,97424
02/11/2021,Chile,1698127
02/11/2021,Australia,174276
02/11/2021,Egypt,332889
02/11/2021,United Kingdom,9144185
02/11/2021,United States,46217789
02/11/2021,Hungary,876497
02/11/2021,Japan,1722648
02/11/2021,Greenland,823
02/11/2021,South Africa,2922391
02/11/2021,India,34308140
03/11/2021,China,97527
03/11/2021,Chile,1699427
03/11/2021,Australia,175813
03/11/2021,Egypt,333840
03/11/2021,United Kingdom,9185060
03/11/2021,United States,46303430
03/11/2021,Hungary,879092
03/11/2021,Japan,1722912
03/11/2021,Greenland,835
03/11/2021,South Africa,2922735
03/11/2021,India,34321025
04/11/2021,China,97605
04/11/2021,Chile,1701316
04/11/2021,Australia,177393
04/11/2021,Egypt,334751
04/11/2021,United Kingdom,9221701
04/11/2021,United States,46384899
04/11/2021,Hungary,885360
04/11/2021,Japan,1723070
04/11/2021,Greenland,846
04/11/2021,South Africa,2923054
04/11/2021,India,34333754
05/11/2021,China,97665
05/11/2021,Chile,1703826
05/11/2021,Australia,178927
05/11/2021,Egypt,335673
05/11/2021,United Kingdom,9255493
05/11/2021,United States,46481713
05/11/2021,Hungary,892164
05/11/2021,Japan,1723295
05/11/2021,Greenland,859
05/11/2021,South Africa,2923393
05/11/2021,India,34344683
06/11/2021,China,97734
06/11/2021,Chile,1706622
06/11/2021,Australia,180314
06/11/2021,Egypt,336582
06/11/2021,United Kingdom,9285759
06/11/2021,United States,46516974
06/11/2021,Hungary,892164
06/11/2021,Japan,1723525
06/11/2021,Greenland,859
06/11/2021,South Africa,2923751
06/11/2021,India,34355509
07/11/2021,China,97823
07/11/2021,Chile,1709189
07/11/2021,Australia,181578
07/11/2021,Egypt,337485
07/11/2021,United Kingdom,9315694
07/11/2021,United States,46553825
07/11/2021,Hungary,892164
07/11/2021,Japan,1723682
07/11/2021,Greenland,859
07/11/2021,South Africa,2923956
07/11/2021,India,34366987
08/11/2021,China,97885
08/11/2021,Chile,1711442
08/11/2021,Australia,182870
08/11/2021,Egypt,338414
08/11/2021,United Kingdom,9347778
08/11/2021,United States,46664001
08/11/2021,Hungary,909998
08/11/2021,Japan,1723782
08/11/2021,Greenland,882
08/11/2021,South Africa,2924072
08/11/2021,India,34377113
09/11/2021,China,97939
09/11/2021,Chile,1713188
09/11/2021,Australia,184071
09/11/2021,Egypt,339335
09/11/2021,United Kingdom,9380656
09/11/2021,United States,46742492
09/11/2021,Hungary,914586
09/11/2021,Japan,1723976
09/11/2021,Greenland,922
09/11/2021,South Africa,2924317
09/11/2021,India,34388579
10/11/2021,China,98003
10/11/2021,Chile,1715352
10/11/2021,Australia,185627
10/11/2021,Egypt,340269
10/11/2021,United Kingdom,9420117
10/11/2021,United States,46837600
10/11/2021,Hungary,923020
10/11/2021,Japan,1724172
10/11/2021,Greenland,963
10/11/2021,South Africa,2924622
10/11/2021,India,34401670
11/11/2021,China,98099
11/11/2021,Chile,1718085
11/11/2021,Australia,187041
11/11/2021,Egypt,341188
11/11/2021,United Kingdom,9462641
11/11/2021,United States,46895460
11/11/2021,Hungary,931414
11/11/2021,Japan,1724379
11/11/2021,Greenland,982
11/11/2021,South Africa,2924978
11/11/2021,India,34414186
12/11/2021,China,98174
12/11/2021,Chile,1721025
12/11/2021,Australia,188493
12/11/2021,Egypt,342097
12/11/2021,United Kingdom,9501699
12/11/2021,United States,47038857
12/11/2021,Hungary,939784
12/11/2021,Japan,1724573
12/11/2021,Greenland,990
12/11/2021,South Africa,2925371
12/11/2021,India,34426036
13/11/2021,China,98263
13/11/2021,Chile,1723728
13/11/2021,Australia,189608
13/11/2021,Egypt,343026
13/11/2021,United Kingdom,9539554
13/11/2021,United States,47083095
13/11/2021,Hungary,939784
13/11/2021,Japan,1724767
13/11/2021,Greenland,990
13/11/2021,South Africa,2925677
13/11/2021,India,34437307
14/11/2021,China,98315
14/11/2021,Chile,1726472
14/11/2021,Australia,190603
14/11/2021,Egypt,343026
14/11/2021,United Kingdom,9575880
14/11/2021,United States,47115017
14/11/2021,Hungary,939784
14/11/2021,Japan,1724893
14/11/2021,Greenland,990
14/11/2021,South Africa,2925939
14/11/2021,India,34447536
15/11/2021,China,98337
15/11/2021,Chile,1728767
15/11/2021,Australia,191617
15/11/2021,Egypt,344907
15/11/2021,United Kingdom,9615273
15/11/2021,United States,47248474
15/11/2021,Hungary,960844
15/11/2021,Japan,1724967
15/11/2021,Greenland,1039
15/11/2021,South Africa,2926075
15/11/2021,India,34456401
16/11/2021,China,98368
16/11/2021,Chile,1730456
16/11/2021,Australia,192845
16/11/2021,Egypt,345848
16/11/2021,United Kingdom,9652234
16/11/2021,United States,47335874
16/11/2021,Hungary,966167
16/11/2021,Japan,1725111
16/11/2021,Greenland,1070
16/11/2021,South Africa,2926348
16/11/2021,India,34466598
17/11/2021,China,98403
17/11/2021,Chile,1732576
17/11/2021,Australia,194112
17/11/2021,Egypt,346808
17/11/2021,United Kingdom,9690270
17/11/2021,United States,47448678
17/11/2021,Hungary,976432
17/11/2021,Japan,1725310
17/11/2021,Greenland,1095
17/11/2021,South Africa,2926914
17/11/2021,India,34478517
18/11/2021,China,98427
18/11/2021,Chile,1735187
18/11/2021,Australia,195617
18/11/2021,Egypt,347719
18/11/2021,United Kingdom,9737304
18/11/2021,United States,47558716
18/11/2021,Hungary,987199
18/11/2021,Japan,1725458
18/11/2021,Greenland,1116
18/11/2021,South Africa,2927499
18/11/2021,India,34489623
19/11/2021,China,98450
19/11/2021,Chile,1737885
19/11/2021,Australia,196977
19/11/2021,Egypt,348611
19/11/2021,United Kingdom,9781670
19/11/2021,United States,47685553
19/11/2021,Hungary,998488
19/11/2021,Japan,1725611
19/11/2021,Greenland,1129
19/11/2021,South Africa,2928288
19/11/2021,India,34499925
20/11/2021,China,98467
20/11/2021,Chile,1740496
20/11/2021,Australia,198442
20/11/2021,Egypt,349513
20/11/2021,United Kingdom,9821723
20/11/2021,United States,47731186
20/11/2021,Hungary,998488
20/11/2021,Japan,1725715
20/11/2021,Greenland,1129
20/11/2021,South Africa,2929175
20/11/2021,India,34510413
21/11/2021,China,98505
21/11/2021,Chile,1743137
21/11/2021,Australia,199649
21/11/2021,Egypt,350397
21/11/2021,United Kingdom,9861426
21/11/2021,United States,47770997
21/11/2021,Hungary,998488
21/11/2021,Japan,1725850
21/11/2021,Greenland,1129
21/11/2021,South Africa,2929862
21/11/2021,India,34518901
22/11/2021,China,98524
22/11/2021,Chile,1745305
22/11/2021,Australia,200651
22/11/2021,Egypt,351267
22/11/2021,United Kingdom,9906017
22/11/2021,United States,47915174
22/11/2021,Hungary,1025697
22/11/2021,Japan,1725894
22/11/2021,Greenland,1188
22/11/2021,South Africa,2930174
22/11/2021,India,34526480
23/11/2021,China,98546
23/11/2021,Chile,1747065
23/11/2021,Australia,202115
23/11/2021,Egypt,352123
23/11/2021,United Kingdom,9948694
23/11/2021,United States,48006658
23/11/2021,Hungary,1032215
23/11/2021,Japan,1726001
23/11/2021,Greenland,1292
23/11/2021,South Africa,2948760
23/11/2021,India,34535763
24/11/2021,China,98570
24/11/2021,Chile,1749099
24/11/2021,Australia,203642
24/11/2021,Egypt,353024
24/11/2021,United Kingdom,9991482
24/11/2021,United States,48118048
24/11/2021,Hungary,1044852
24/11/2021,Japan,1726074
24/11/2021,Greenland,1311
24/11/2021,South Africa,2950035
24/11/2021,India,34544882
25/11/2021,China,98583
25/11/2021,Chile,1751769
25/11/2021,Australia,205269
25/11/2021,Egypt,353923
25/11/2021,United Kingdom,10038317
25/11/2021,United States,48157902
25/11/2021,Hungary,1057017
25/11/2021,Japan,1726186
25/11/2021,Greenland,1311
25/11/2021,South Africa,2952500
25/11/2021,India,34555431
26/11/2021,China,98608
26/11/2021,Chile,1754443
26/11/2021,Australia,206749
26/11/2021,Egypt,354836
26/11/2021,United Kingdom,10087958
26/11/2021,United States,48211118
26/11/2021,Hungary,1068888
26/11/2021,Japan,1726299
26/11/2021,Greenland,1332
26/11/2021,South Africa,2955328
26/11/2021,India,34563749
27/11/2021,China,98631
27/11/2021,Chile,1757077
27/11/2021,Australia,207984
27/11/2021,Egypt,355767
27/11/2021,United Kingdom,10127732
27/11/2021,United States,48237810
27/11/2021,Hungary,1068888
27/11/2021,Japan,1726419
27/11/2021,Greenland,1332
27/11/2021,South Africa,2958548
27/11/2021,India,34572523
28/11/2021,China,98672
28/11/2021,Chile,1759405
28/11/2021,Australia,209139
28/11/2021,Egypt,356718
28/11/2021,United Kingdom,10164408
28/11/2021,United States,48281009
28/11/2021,Hungary,1068888
28/11/2021,Japan,1726479
28/11/2021,Greenland,1332
28/11/2021,South Africa,2961406
28/11/2021,India,34580832
29/11/2021,China,98711
29/11/2021,Chile,1761365
29/11/2021,Australia,210238
29/11/2021,Egypt,357629
29/11/2021,United Kingdom,10206732
29/11/2021,United States,48466633
29/11/2021,Hungary,1096718
29/11/2021,Japan,1726555
29/11/2021,Greenland,1456
29/11/2021,South Africa,2963679
29/11/2021,India,34587822
30/11/2021,China,98824
30/11/2021,Chile,1762751
30/11/2021,Australia,211655
30/11/2021,Egypt,358578
30/11/2021,United Kingdom,10246652
30/11/2021,United States,48583889
30/11/2021,Hungary,1103108
30/11/2021,Japan,1726636
30/11/2021,Greenland,1456
30/11/2021,South Africa,2968052
30/11/2021,India,34596776
01/12/2021,China,98897
01/12/2021,Chile,1764274
01/12/2021,Australia,213357
01/12/2021,Egypt,359516
01/12/2021,United Kingdom,10294188
01/12/2021,United States,48721085
01/12/2021,Hungary,1114260
01/12/2021,Japan,1726751
01/12/2021,Greenland,1456
01/12/2021,South Africa,2976613
01/12/2021,India,34606541
02/12/2021,China,98993
02/12/2021,Chile,1766493
02/12/2021,Australia,214879
02/12/2021,Egypt,360435
02/12/2021,United Kingdom,10347474
02/12/2021,United States,48859989
02/12/2021,Hungary,1124726
02/12/2021,Japan,1726864
02/12/2021,Greenland,1542
02/12/2021,South Africa,2988148
02/12/2021,India,34615757
03/12/2021,China,99083
03/12/2021,Chile,1768584
03/12/2021,Australia,216587
03/12/2021,Egypt,361368
03/12/2021,United Kingdom,10398307
03/12/2021,United States,49018674
03/12/2021,Hungary,1134869
03/12/2021,Japan,1727005
03/12/2021,Greenland,1582
03/12/2021,South Africa,3004203
03/12/2021,India,34624360
04/12/2021,China,99142
04/12/2021,Chile,1770620
04/12/2021,Australia,217836
04/12/2021,Egypt,362260
04/12/2021,United Kingdom,10440008
04/12/2021,United States,49085300
04/12/2021,Hungary,1134869
04/12/2021,Japan,1727125
04/12/2021,Greenland,1582
04/12/2021,South Africa,3020569
04/12/2021,India,34624360
05/12/2021,China,99203
05/12/2021,Chile,1772547
05/12/2021,Australia,219121
05/12/2021,Egypt,363162
05/12/2021,United Kingdom,10483560
05/12/2021,United States,49140530
05/12/2021,Hungary,1134869
05/12/2021,Japan,1727229
05/12/2021,Greenland,1582
05/12/2021,South Africa,3031694
05/12/2021,India,34641561
06/12/2021,China,99297
06/12/2021,Chile,1774048
